Age,Career_Level,Employment_Status,Income,Financial_Status,Location,Housing,Food,Transportation,Dependents,Education_Cost,Total_Invested_Amount,Emergency_Fund,Tax,Monthly_Savings,Expected_ROI,Healthcare_Cost,Debt,Cost_of_Living,Inflation_Rate,Retirement_Age,Life_Expectancy,Savings_Rate,Desired_Expenses
29,Late-Career,Employed,9886,Middle Income,Urban,4943.0,2336.17,790.88,0,0.0,630.98,44182.03,1456.45,359.5,0.10438644389132679,395.44000000000005,1254.01,8465.49,2.32,65,86,1656.81,6759.97
44,Entry-Level,Employed,3242,Low Income,Urban,1621.0,342.46,259.36,2,2471.2883335930665,1040.47,10033.21,407.26,611.92,0.05519203048623177,259.36,59.21,2482.1800000000003,2.55,65,83,610.38,1784.12
23,Entry-Level,Employed,2000,Low Income,Urban,1000.0,377.18,160.0,0,0.0,102.89,8837.87,272.36,190.46,0.11888675098197507,80.0,712.71,1617.18,2.41,65,84,330.15,1291.2
40,Late-Career,Unemployed,16996,High Income,Suburban,6798.4,2852.14,1019.76,2,1794.751390770885,4363.45,52116.42,2411.58,3914.12,0.056108306739206644,1699.6,2092.5,12369.9,3.05,65,88,4251.86,11426.35
41,Entry-Level,Employed,4147,Middle Income,Urban,2073.5,883.63,331.76,3,3003.5660822092177,1406.85,18157.99,600.19,257.92,0.06067741098870488,331.76,264.18,3620.6500000000005,3.15,65,79,868.11,2283.87
47,Entry-Level,Employed,3016,Low Income,Urban,1508.0,351.79,241.28,1,881.5765832541961,625.47,7237.99,474.73,440.2,0.05052953236891605,241.28000000000003,551.53,2342.3500000000004,1.61,65,78,727.42,1213.96
65,Mid-Career,Employed,12221,High Income,Urban,6110.5,1385.27,977.68,1,1999.4779668266488,2188.25,47163.29,1344.51,2403.04,0.04947820776412467,1466.5200000000002,427.07,9939.970000000001,2.74,65,78,1558.92,4466.11
39,Late-Career,Employed,8871,Middle Income,Rural,2661.3,1816.81,354.84,2,1967.7667162571306,3763.81,24287.66,937.05,3101.0,0.0868266013909936,709.6800000000001,1837.67,5542.630000000001,1.85,65,80,1576.17,6409.46
28,Mid-Career,Employed,3106,Low Income,Rural,931.8,531.95,124.24,0,0.0,498.36,5574.96,421.39,1096.62,0.06434845987779789,124.24000000000001,728.0,1712.23,3.38,65,88,461.98,2002.08
34,Mid-Career,Employed,8173,Middle Income,Urban,4086.5,594.61,653.84,1,-2547.6298798678336,89.95,19041.99,1096.53,1741.52,0.10581396141301276,653.84,1790.34,5988.79,2.72,65,80,970.25,5696.21
22,Entry-Level,Employed,4547,Middle Income,Urban,2273.5,559.44,363.76,0,0.0,696.64,18475.33,616.18,734.12,0.13081210901932416,181.88,466.46,3378.58,2.09,65,85,977.58,2962.13
26,Mid-Career,Employed,12551,High Income,Urban,6275.5,2125.12,1004.08,1,6451.387585629542,2827.39,29123.03,1980.37,1165.93,0.09353296169743151,502.03999999999996,2275.56,9906.739999999998,2.38,65,84,1842.17,8921.6
30,Late-Career,Employed,12705,High Income,Rural,3811.5,2437.94,508.2,1,3243.688928264908,983.59,29649.85,1527.49,4419.87,0.10804500849465921,1016.4000000000001,1277.25,7774.040000000001,2.36,65,87,2304.05,7410.74
28,Entry-Level,Employed,4578,Middle Income,Urban,2289.0,531.22,366.24,0,0.0,891.6,12556.01,588.38,803.16,0.10819933748755493,183.12,652.93,3369.58,2.76,65,85,693.22,1474.55
36,Mid-Career,Employed,7384,Middle Income,Urban,3692.0,31.66,590.72,1,3199.652630199536,1458.52,21551.33,741.3,2328.32,0.06043330823407127,590.72,1811.05,4905.1,3.02,65,78,1326.36,4372.74
25,Late-Career,Unemployed,14136,High Income,Urban,7068.0,2490.21,1130.88,1,1665.3332375670393,443.58,58991.89,2300.02,1146.89,0.16169757462122789,706.8,3493.44,11395.89,1.93,65,81,3243.39,11577.19
48,Mid-Career,Employed,10150,High Income,Urban,5075.0,903.19,812.0,1,-1483.8318690178257,4050.57,27711.68,1149.68,2210.13,0.06159991710487164,812.0,852.48,7602.1900000000005,3.42,65,85,1544.47,6117.16
35,Mid-Career,Employed,9456,Middle Income,Urban,4728.0,464.6,756.48,0,0.0,2722.36,25466.26,1076.43,2430.49,0.06243006019637869,756.48,1242.03,6705.5599999999995,3.3,65,87,1676.68,3456.84
34,Mid-Career,Employed,2770,Low Income,Suburban,1108.0,23.22,166.2,1,1448.7867907952177,160.91,7714.14,313.19,1159.39,0.1230764583168715,221.60000000000002,815.88,1519.02,2.06,65,79,627.18,1828.8
31,Entry-Level,Unemployed,4976,Middle Income,Urban,2488.0,948.92,398.08,0,0.0,348.24,20523.96,532.94,608.06,0.09581214618652745,497.6,1263.72,4332.6,2.54,65,84,1164.79,4354.84
36,Entry-Level,Employed,4880,Middle Income,Suburban,1952.0,763.38,292.8,3,2002.0254880417763,1868.62,17121.39,514.41,1357.41,0.06154748565521667,390.40000000000003,580.8,3398.5800000000004,3.36,65,85,879.87,2275.35
44,Late-Career,Employed,11872,High Income,Urban,5936.0,1646.85,949.76,2,6489.722813246987,722.91,36829.19,1300.29,2039.1,0.0836859886231345,949.7600000000001,970.87,9482.37,3.12,65,86,2549.69,7110.18
24,Late-Career,Employed,16979,High Income,Urban,8489.5,3726.06,1358.32,0,0.0,2194.22,50253.61,1573.68,1831.44,0.05747080728317783,679.1600000000001,3553.78,14253.039999999999,2.33,65,84,4089.73,10549.12
27,Late-Career,Employed,17470,High Income,Rural,5241.0,3177.2,698.8,0,0.0,1954.74,38615.88,1822.01,6530.99,0.09003181896249736,698.8000000000001,4475.31,9815.8,2.91,65,89,2570.91,10142.07
31,Late-Career,Employed,16303,High Income,Urban,8151.5,3762.98,1304.24,4,2070.4655521765444,2021.27,68053.62,2591.84,492.44,0.08162347292937815,1304.24,2078.25,14522.96,4.0,65,86,2678.83,10917.41
22,Mid-Career,Employed,5849,Middle Income,Rural,1754.7,470.04,233.96,0,0.0,458.47,8183.27,787.94,2602.36,0.0861476487596162,233.96,1225.28,2692.6600000000003,2.55,65,79,1060.47,2861.47
25,Mid-Career,Employed,5485,Middle Income,Suburban,2194.0,813.27,329.1,0,0.0,612.05,12716.27,759.77,1388.86,0.06087990466490087,219.4,1364.52,3555.77,2.18,65,88,1219.54,3532.43
29,Mid-Career,Employed,7423,Middle Income,Urban,3711.5,513.41,593.84,0,0.0,398.11,15130.43,1065.53,1538.72,0.1337930115023809,296.92,1602.61,5115.67,2.59,65,78,1553.95,5382.55
45,Mid-Career,Employed,11018,High Income,Rural,3305.4,1526.33,440.72,3,2505.3192259496864,4617.13,22655.95,1726.33,4019.22,0.07451180350964642,881.44,1651.47,6153.889999999999,2.62,65,78,2239.19,5670.19
38,Mid-Career,Unemployed,9130,Middle Income,Urban,4565.0,1256.01,730.4,2,-1757.9920815064488,2555.77,35917.04,772.14,1806.45,0.08879908082857262,913.0,1331.14,7464.41,2.24,65,88,1356.71,6124.71
37,Mid-Career,Unemployed,6388,Middle Income,Rural,1916.4,1158.34,255.52,2,4340.099343631047,1657.88,10237.19,609.43,2448.31,0.0815125358803532,638.8,876.54,3969.0599999999995,2.72,65,89,1555.76,3150.69
45,Late-Career,Employed,18858,High Income,Urban,9429.0,2871.66,1508.64,1,4970.799422900099,7599.03,69405.14,1959.83,3088.87,0.07133520762235315,1508.64,2558.45,15317.939999999999,1.87,65,81,3301.16,6476.97
33,Entry-Level,Employed,2000,Low Income,Rural,600.0,362.34,80.0,3,-171.6912807716949,220.2,6042.95,221.21,736.45,0.0809122949504189,160.0,235.38,1202.34,2.17,65,78,373.35,686.07
39,Entry-Level,Unemployed,4648,Middle Income,Urban,2324.0,860.68,371.84,1,3352.9683673259055,1837.71,13197.48,529.82,561.66,0.03836697807471878,464.8,1091.4,4021.32,2.88,65,84,974.99,2877.94
33,Entry-Level,Employed,2000,Low Income,Suburban,800.0,515.49,120.0,2,3902.4520322721974,98.4,7293.59,222.12,342.39,0.11932194768871668,160.0,537.33,1595.49,1.62,65,85,597.3,537.15
38,Mid-Career,Employed,6412,Middle Income,Suburban,2564.8,860.72,384.72,1,2853.785395982123,1332.19,22576.84,797.56,1804.2,0.0631419730128766,512.96,1014.72,4323.200000000001,2.95,65,80,1076.86,3615.77
28,Entry-Level,Employed,2380,Low Income,Rural,714.0,245.02,95.2,0,0.0,112.42,6206.02,287.28,1038.5,0.09768334865204724,95.2,457.27,1149.42,1.49,65,78,393.77,1026.72
22,Mid-Career,Employed,3615,Low Income,Rural,1084.5,586.73,144.6,0,0.0,302.95,6727.26,381.54,1417.63,0.1388544563258603,144.6,1088.9,1960.4299999999998,1.63,65,80,655.3,798.59
33,Mid-Career,Employed,10982,High Income,Rural,3294.6,1206.77,439.28,4,2193.240508062635,1214.54,16309.05,840.0,5201.35,0.1121482406144603,878.5600000000001,3116.34,5819.21,2.25,65,79,2833.88,7164.3
52,Entry-Level,Employed,3032,Low Income,Rural,909.6,679.47,121.28,0,0.0,962.84,5891.9,303.63,1018.02,0.036652266752951725,242.56,308.57,1952.91,2.64,65,83,629.03,1029.43
46,Mid-Career,Employed,8539,Middle Income,Urban,4269.5,1159.93,683.12,1,-1098.9489713393623,2431.95,31211.33,930.88,1495.57,0.04930455487884392,683.12,351.55,6795.67,3.16,65,88,1868.29,7653.46
46,Entry-Level,Employed,3453,Low Income,Urban,1726.5,420.3,276.24,2,5521.699039998619,1315.34,12544.75,397.3,632.66,0.0503008891024477,276.24,138.95,2699.2799999999997,2.53,65,84,829.9,2747.13
49,Entry-Level,Employed,3977,Low Income,Urban,1988.5,502.83,318.16,0,0.0,1683.2,14111.25,387.39,780.12,0.027273964298010808,318.16,176.3,3127.6499999999996,2.38,65,86,1019.6,2147.7
36,Late-Career,Employed,15384,High Income,Urban,7692.0,2860.21,1230.72,2,3175.947094258338,2268.12,47228.75,1695.07,1906.0,0.08989462014538607,1230.7200000000003,2739.64,13013.649999999998,2.79,65,82,2561.61,3823.94
37,Entry-Level,Employed,2217,Low Income,Urban,1108.5,315.06,177.36,2,2119.450726298393,532.75,5618.16,215.89,400.19,0.03281597462673354,177.36,347.06,1778.2800000000002,2.06,65,81,501.35,1317.73
27,Entry-Level,Unemployed,4496,Middle Income,Suburban,1798.4,530.15,269.76,0,0.0,734.27,12321.92,528.21,1369.48,0.14905021497194257,224.8,1017.22,2823.1100000000006,2.57,65,78,1158.32,3710.01
31,Mid-Career,Unemployed,6018,Middle Income,Urban,3009.0,1403.8,481.44,3,848.5267031167773,815.42,21784.46,593.0,530.76,0.11323107504552289,601.8,1546.13,5496.04,1.9,65,88,1265.54,4268.27
42,Mid-Career,Employed,2830,Low Income,Suburban,1132.0,303.35,169.8,4,2137.0887108802303,623.11,8325.11,291.55,933.3,0.07292090686857464,226.4,42.92,1831.55,2.54,65,83,450.12,2034.08
49,Entry-Level,Employed,3071,Low Income,Urban,1535.5,466.11,245.68,0,0.0,1234.09,9717.46,288.14,535.57,0.037836506070305066,245.68000000000004,123.51,2492.97,2.44,65,88,458.39,2400.07
33,Mid-Career,Employed,12002,High Income,Urban,6001.0,2191.75,960.16,3,1527.8726930629716,1399.48,36757.35,1403.39,1445.7,0.08837854764955856,960.1600000000001,2823.96,10113.07,2.1,65,85,2671.51,4344.45
29,Entry-Level,Unemployed,4350,Middle Income,Suburban,1740.0,297.68,261.0,1,2378.1249672978124,575.53,8919.88,446.62,1604.7,0.12259640339248472,217.5,1085.35,2516.1800000000003,2.58,65,81,619.23,3101.42
35,Entry-Level,Employed,3151,Low Income,Suburban,1260.4,548.32,189.06,2,4219.7600943808375,1048.86,7260.75,435.27,717.95,0.10666071124222934,252.08000000000004,769.51,2249.86,2.58,65,78,502.1,2650.47
42,Mid-Career,Employed,6452,Middle Income,Suburban,2580.8,627.42,387.12,3,2920.1470732532725,1565.37,13652.37,826.61,2030.05,0.06807880832136609,516.1600000000001,522.13,4111.5,3.09,65,82,1132.38,2948.81
22,Mid-Career,Employed,6535,Middle Income,Suburban,2614.0,1249.09,392.1,0,0.0,430.05,13976.13,775.07,1504.74,0.13506168382693712,261.40000000000003,1865.99,4516.59,1.7,65,87,1398.63,3200.13
22,Mid-Career,Employed,13730,High Income,Urban,6865.0,1398.64,1098.4,1,5698.2702102268595,1366.71,37827.99,1428.61,2939.35,0.09264077541436594,549.2,1484.48,9911.24,2.46,65,82,3146.59,10749.96
28,Mid-Career,Employed,8645,Middle Income,Suburban,3458.0,1596.2,518.7,0,0.0,890.77,17330.1,1103.19,1968.91,0.1186830737568265,345.8,1241.97,5918.7,2.12,65,79,1422.1,6563.34
22,Late-Career,Employed,17150,High Income,Urban,8575.0,3520.75,1372.0,0,0.0,3366.79,47934.98,2294.91,1387.34,0.12470070488431519,686.0,1788.75,14153.75,2.93,65,83,2318.07,7194.38
28,Mid-Career,Employed,10590,High Income,Urban,5295.0,2044.63,847.2,0,0.0,1102.04,42901.54,1301.02,1102.15,0.04061217172442416,423.6,2904.69,8610.43,2.88,65,87,2550.21,3768.89
33,Entry-Level,Unemployed,3738,Low Income,Urban,1869.0,607.67,299.04,4,1038.4239831728817,594.13,11037.35,568.45,393.84,0.0875968359287047,373.8,385.09,3149.51,2.75,65,86,873.87,1991.85
29,Mid-Career,Employed,6722,Middle Income,Urban,3361.0,930.56,537.76,0,0.0,525.97,24169.35,868.43,1024.25,0.12849101152833609,268.88000000000005,1199.12,5098.2,2.15,65,83,1502.16,2211.6
52,Entry-Level,Employed,3303,Low Income,Urban,1651.5,400.25,264.24,1,6359.494764443059,312.63,11928.86,456.71,530.3,0.03797031656852115,264.24,457.79,2580.2299999999996,2.94,65,85,722.58,1391.08
38,Mid-Career,Employed,7285,Middle Income,Rural,2185.5,1628.57,291.4,0,0.0,2448.31,19474.53,893.66,2285.87,0.012830717155850699,582.8000000000001,1628.61,4688.2699999999995,1.73,65,87,1312.29,3260.15
38,Entry-Level,Unemployed,3462,Low Income,Rural,1038.6,398.22,138.48,2,6834.518296852246,1063.63,9256.61,462.22,1424.48,0.0855774752940075,346.2,416.36,1921.5,1.63,65,80,661.66,2487.6
42,Entry-Level,Employed,4227,Middle Income,Urban,2113.5,414.87,338.16,0,0.0,1503.05,8783.96,439.88,920.59,0.06110793823566668,338.16,270.1,3204.6899999999996,1.86,65,87,861.43,3209.1
22,Late-Career,Employed,15259,High Income,Urban,7629.5,2796.49,1220.72,1,691.673230440917,1531.67,60748.75,1691.19,1921.1,0.09785242921318363,610.36,1776.32,12257.07,2.48,65,79,2408.7,10974.45
47,Late-Career,Employed,18663,High Income,Urban,9331.5,2056.53,1493.04,5,4710.403015496525,4795.59,75693.8,2369.96,3411.97,0.043431935565034975,1493.04,206.59,14374.11,2.84,65,81,4090.42,7958.09
34,Mid-Career,Employed,7257,Middle Income,Urban,3628.5,743.82,580.56,2,3528.580420306502,791.47,27670.83,920.49,1383.63,0.10429254811083984,580.5600000000001,1075.31,5533.44,1.01,65,89,1494.66,3898.12
43,Mid-Career,Employed,7735,Middle Income,Rural,2320.5,601.94,309.4,4,5627.564353143615,1181.63,11323.33,1006.73,3496.43,0.06977691779625976,618.8000000000001,774.74,3850.6400000000003,3.16,65,86,1494.64,3729.59
22,Entry-Level,Employed,2000,Low Income,Urban,1000.0,251.71,160.0,0,0.0,414.83,5619.26,284.02,304.27,0.12012061512178698,80.0,628.16,1491.71,2.57,65,86,491.25,1163.98
22,Entry-Level,Employed,4416,Middle Income,Suburban,1766.4,644.14,264.96,1,1264.0491549433361,420.87,9410.68,404.07,1336.43,0.029322432252030337,176.64000000000001,1649.69,2852.14,1.72,65,80,860.89,2926.64
44,Entry-Level,Unemployed,3846,Low Income,Urban,1923.0,623.65,307.68,2,2572.813515589915,1024.66,13711.99,386.57,605.1,0.0853104584283708,384.6,596.39,3238.93,2.55,65,89,896.05,1840.44
39,Mid-Career,Employed,10494,High Income,Rural,3148.2,2073.25,419.76,1,-65.36794184746805,2815.43,28976.44,1307.46,3545.33,0.0561599745947716,839.5200000000001,1541.66,6480.7300000000005,3.05,65,78,1475.1,4174.55
24,Mid-Career,Employed,2000,Low Income,Urban,1000.0,352.69,160.0,0,0.0,270.96,5976.97,211.03,276.28,0.1171651939311239,80.0,258.74,1592.69,2.8,65,78,484.02,1572.08
24,Mid-Career,Employed,13765,High Income,Suburban,5506.0,1933.38,825.9,0,0.0,2015.21,38173.36,2581.7,2918.02,0.11467702040650107,550.6,2663.45,8815.880000000001,3.05,65,81,3168.83,9787.54
48,Entry-Level,Employed,3360,Low Income,Urban,1680.0,470.7,268.8,1,4745.5748289392195,1475.26,12273.55,437.86,502.64,0.05023452550606624,268.8,240.26,2688.3,1.82,65,81,1035.19,2019.14
22,Late-Career,Employed,20000,High Income,Suburban,8000.0,3510.16,1200.0,0,0.0,-354.48,54196.37,2368.67,4921.17,0.08849746174093205,800.0,4940.73,13510.16,2.29,65,88,5600.9,7809.1
54,Mid-Career,Unemployed,4380,Middle Income,Urban,2190.0,935.69,350.4,0,0.0,1359.28,19334.17,480.44,423.47,0.051847438987066806,438.0,856.93,3914.09,2.04,65,89,1081.06,2978.33
24,Mid-Career,Employed,9338,Middle Income,Urban,4669.0,1459.68,747.04,0,0.0,1508.3,36542.04,1030.88,1431.4,0.07815012194734779,373.52,2120.73,7249.24,3.36,65,87,1616.05,4898.56
42,Mid-Career,Employed,4339,Middle Income,Rural,1301.7,549.07,173.56,4,550.0002226798988,1525.95,6465.7,523.3,1791.37,0.05649283651210318,347.12,417.1,2371.45,2.82,65,83,675.74,941.11
31,Mid-Career,Employed,5628,Middle Income,Rural,1688.4,564.81,225.12,0,0.0,688.26,12053.05,687.96,2461.71,0.07238533636781266,450.24,583.91,2928.5699999999997,3.92,65,82,921.58,2651.1
42,Entry-Level,Employed,5414,Middle Income,Rural,1624.2,420.88,216.56,0,0.0,1418.09,8381.59,600.23,2552.13,0.06724901737251221,433.12,415.02,2694.7599999999998,2.27,65,83,1220.72,3349.98
28,Entry-Level,Employed,3309,Low Income,Suburban,1323.6,606.58,198.54,0,0.0,211.7,9946.56,379.0,801.28,0.10623559714412939,132.35999999999999,700.58,2261.08,2.14,65,87,875.93,1712.66
33,Mid-Career,Employed,8152,Middle Income,Rural,2445.6,1458.38,326.08,3,3059.5923302428487,982.87,24833.27,1197.41,2724.53,0.0986486656463454,652.1600000000001,2342.92,4882.22,2.43,65,84,1136.83,5106.49
35,Entry-Level,Employed,4370,Middle Income,Urban,2185.0,781.65,349.6,0,0.0,1097.13,18694.32,645.41,408.34,0.020732827134689588,349.6,547.7,3665.85,3.19,65,84,689.71,2709.3
22,Entry-Level,Employed,3995,Low Income,Urban,1997.5,573.55,319.6,0,0.0,642.13,12179.9,499.54,604.81,0.05933374416507622,159.8,818.78,3050.4500000000003,2.32,65,87,805.67,1542.08
43,Entry-Level,Unemployed,3650,Low Income,Urban,1825.0,804.27,292.0,3,1530.3782049316183,1242.84,11318.58,340.09,388.64,0.0405509872462599,365.0,139.61,3286.27,2.56,65,87,522.76,2382.02
28,Entry-Level,Employed,3864,Low Income,Suburban,1545.6,486.07,231.84,1,201.5434815507374,464.81,8382.27,505.3,1095.19,0.09009979394125342,154.56,1072.05,2418.0699999999997,2.55,65,86,691.11,2574.54
32,Late-Career,Employed,20000,High Income,Urban,10000.0,3955.27,1600.0,0,0.0,2016.37,71516.05,3021.71,1423.02,0.02892927065256247,1600.0,2212.93,17155.27,2.52,65,83,5244.76,10908.47
23,Mid-Career,Employed,7327,Middle Income,Urban,3663.5,1084.86,586.16,1,2938.4269951731694,371.13,17831.94,1079.97,912.51,0.09407934533996008,293.08000000000004,738.78,5627.599999999999,2.17,65,85,1729.71,4046.17
22,Mid-Career,Employed,8103,Middle Income,Suburban,3241.2,968.98,486.18,1,1876.1397722841473,-103.63,21827.86,1091.38,2315.26,0.12773072104078018,324.12,3166.96,5020.4800000000005,2.43,65,79,1956.68,4468.89
32,Entry-Level,Unemployed,4550,Middle Income,Rural,1365.0,817.3,182.0,3,142.1907869765464,553.05,7102.36,675.44,1510.26,0.11701653716301619,455.0,1046.3,2819.3,2.41,65,85,686.03,3534.94
63,Mid-Career,Employed,10816,High Income,Urban,5408.0,1843.93,865.28,0,0.0,4830.9,32237.9,1309.47,1389.32,0.04043125430953049,1297.92,306.89,9415.130000000001,2.5,65,86,1219.01,6569.5
44,Mid-Career,Employed,11061,High Income,Urban,5530.5,1856.57,884.88,2,4334.490294858484,1759.57,30273.71,1466.27,1322.78,0.04505794492665867,884.88,1755.23,9156.829999999998,2.97,65,81,1974.93,6290.89
34,Entry-Level,Unemployed,4138,Middle Income,Urban,2069.0,637.52,331.04,1,2943.5642421255407,78.79,17963.09,440.22,660.22,0.08331506291734002,413.8,471.76,3451.36,3.38,65,82,346.02,2567.73
31,Mid-Career,Employed,4070,Middle Income,Urban,2035.0,602.79,325.6,2,5728.652488341733,535.15,15355.48,512.19,594.42,0.10446282200007088,325.6,523.65,3288.99,2.08,65,82,906.1,2512.57
35,Entry-Level,Unemployed,5133,Middle Income,Urban,2566.5,1382.93,410.64,2,4325.0720667972255,2129.93,17653.75,752.45,20.48,0.05650577924140051,513.3,1067.27,4873.370000000001,2.3,65,79,1218.41,2747.04
41,Mid-Career,Employed,4060,Middle Income,Suburban,1624.0,849.4,243.6,4,1354.2881969631353,578.82,8907.78,439.34,903.66,0.035073194127582516,324.8,490.13,3041.8,2.09,65,82,652.51,1419.85
22,Mid-Career,Employed,8407,Middle Income,Suburban,3362.8,1564.89,504.42,1,921.5596720184676,1624.25,24718.28,864.0,2110.89,0.1156238291707826,336.28000000000003,2548.51,5768.39,2.59,65,86,1926.09,4760.95
48,Entry-Level,Employed,2745,Low Income,Suburban,1098.0,427.09,164.7,5,4635.9630889077225,982.98,6151.42,334.75,720.46,0.04266053087134895,219.60000000000002,80.66,1909.3899999999999,2.23,65,81,628.15,1753.0
43,Entry-Level,Employed,3435,Low Income,Urban,1717.5,688.23,274.8,3,3792.733912934702,323.18,12355.34,396.63,357.84,0.060860489700302535,274.8,313.46,2955.3300000000004,2.62,65,87,494.44,2039.02
43,Mid-Career,Employed,8486,Middle Income,Rural,2545.8,1492.69,339.44,0,0.0,3223.41,24105.26,1128.49,2979.58,0.08134935702141372,678.8800000000001,1149.32,5056.81,3.05,65,80,1527.55,4033.02
40,Mid-Career,Employed,8464,Middle Income,Urban,4232.0,1280.69,677.12,2,1307.0043942621853,3281.16,30004.35,938.95,1335.24,0.05304020900808833,677.12,1125.06,6866.93,1.24,65,84,1494.8,4407.07
35,Late-Career,Employed,17109,High Income,Urban,8554.5,2306.67,1368.72,0,0.0,4599.27,59943.16,2641.1,2238.01,0.01494932970432701,1368.7200000000003,1746.17,13598.61,2.75,65,85,4219.77,11958.18
43,Mid-Career,Employed,12341,High Income,Rural,3702.3,1801.22,493.64,2,1489.0022337321016,5247.82,27725.42,1162.6,5181.24,0.0562163932968216,987.28,1372.09,6984.4400000000005,2.27,65,87,2920.11,3667.18
42,Entry-Level,Unemployed,3953,Low Income,Urban,1976.5,-33.68,316.24,1,2796.026690812644,1635.14,13061.43,573.48,1120.46,0.056876121998056084,395.3,530.8,2654.36,2.73,65,83,903.71,1733.14
30,Entry-Level,Employed,3255,Low Income,Urban,1627.5,522.53,260.4,2,5893.88829277396,309.88,13970.15,340.81,503.76,0.10884492067629084,260.40000000000003,367.29,2670.83,2.05,65,83,559.66,1854.6
28,Mid-Career,Employed,10392,High Income,Rural,3117.6,1304.99,415.68,0,0.0,936.29,21956.89,873.76,4679.97,0.09412825062748352,415.68000000000006,2053.89,5253.950000000001,3.1,65,82,2788.02,7336.19
36,Entry-Level,Employed,4689,Middle Income,Urban,2344.5,1076.75,375.12,1,-145.97851414572187,950.54,14871.44,584.99,307.64,0.06434878161451685,375.12,1404.34,4171.49,2.96,65,88,980.28,3855.38
53,Mid-Career,Employed,3817,Low Income,Suburban,1526.8,576.24,229.02,0,0.0,1130.76,10211.53,438.6,1046.34,0.05993383500582414,305.36,544.23,2637.42,2.78,65,83,857.98,2608.64
22,Late-Career,Employed,17987,High Income,Urban,8993.5,1628.76,1438.96,0,0.0,837.73,42934.01,1759.27,4166.51,0.07465968210120251,719.48,6984.06,12780.7,2.9,65,86,5153.84,8293.53
22,Mid-Career,Employed,9603,Middle Income,Suburban,3841.2,1416.5,576.18,2,3509.462274760419,1126.15,28638.71,829.43,2939.69,0.10185204029380891,384.12,1701.93,6218.0,2.13,65,79,2238.64,2743.87
36,Entry-Level,Employed,3202,Low Income,Urban,1601.0,312.82,256.16,4,2742.2452426224927,256.96,9765.51,383.7,648.32,0.05140334353704293,256.16,454.67,2426.14,2.19,65,87,621.22,2658.28
35,Mid-Career,Employed,11627,High Income,Urban,5813.5,2019.27,930.16,3,1981.8123893768611,4963.23,29004.43,1622.16,1241.91,0.05026828660598694,930.1600000000001,2467.92,9693.09,2.88,65,88,2035.86,4927.04
37,Mid-Career,Employed,7049,Middle Income,Suburban,2819.6,1159.89,422.94,2,3970.7198151063803,2248.79,15817.68,928.35,1718.22,0.087602465791708,563.92,1505.77,4966.349999999999,2.12,65,80,798.69,4031.27
37,Mid-Career,Employed,7876,Middle Income,Urban,3938.0,1558.6,630.08,3,1301.7902980195531,2063.81,27195.69,954.05,795.27,0.07118710819430872,630.08,1485.75,6756.76,3.22,65,78,958.35,4193.68
32,Late-Career,Employed,14134,High Income,Urban,7067.0,1561.18,1130.72,4,3611.3311372851917,1846.79,55262.38,1831.44,2543.66,0.09768144287601115,1130.72,2595.88,10889.619999999999,2.34,65,81,3431.59,7627.21
52,Entry-Level,Employed,3515,Low Income,Urban,1757.5,533.23,281.2,1,1537.4908623740862,1590.41,12085.94,419.89,523.18,0.03731967412672389,281.2,192.21,2853.1299999999997,2.75,65,79,355.74,1318.41
22,Late-Career,Employed,9518,Middle Income,Urban,4759.0,778.09,761.44,0,0.0,275.38,31773.6,870.0,2349.47,0.07951194681054442,380.72,2988.74,6679.250000000001,3.55,65,83,2384.87,7799.17
25,Late-Career,Employed,7799,Middle Income,Urban,3899.5,1443.4,623.92,1,1725.0251303499767,1463.21,23969.23,714.25,1117.93,0.08916738509839392,311.96000000000004,1058.06,6278.78,2.15,65,78,1873.08,3265.99
33,Entry-Level,Employed,5094,Middle Income,Urban,2547.0,896.26,407.52,2,2249.1851070320763,-129.63,18153.48,590.58,652.64,0.08814799281618373,407.52,951.63,4258.3,2.53,65,85,798.49,2922.93
22,Entry-Level,Employed,2653,Low Income,Rural,795.9,463.72,106.12,1,2902.3403281325936,163.32,5930.23,309.84,977.42,0.09771437166126948,106.12,1051.07,1471.8599999999997,3.03,65,87,554.69,1282.01
32,Entry-Level,Employed,2508,Low Income,Urban,1254.0,376.4,200.64,1,3470.911590222229,193.24,9113.8,343.65,333.31,0.09013825561101127,200.64000000000001,604.36,2031.68,2.98,65,83,573.85,1610.27
54,Entry-Level,Employed,2000,Low Income,Urban,1000.0,341.48,160.0,1,-4376.730582856889,727.15,4732.25,270.29,228.23,0.03416657067121512,160.0,179.54,1661.48,2.34,65,86,409.2,1037.23
35,Entry-Level,Employed,2861,Low Income,Urban,1430.5,658.65,228.88,2,1384.6988845064702,715.47,10384.54,377.95,165.02,0.078552910636066,228.88000000000002,501.99,2546.9100000000003,2.24,65,89,748.33,1439.16
37,Mid-Career,Employed,3530,Low Income,Urban,1765.0,479.18,282.4,4,2216.8600452879214,397.75,9823.29,403.81,599.61,0.0473910961841364,282.40000000000003,896.05,2808.98,2.38,65,83,460.3,2517.16
22,Entry-Level,Employed,5142,Middle Income,Rural,1542.6,806.95,205.68,0,0.0,511.12,10166.12,475.05,2111.72,0.13685716246185992,205.68000000000004,1370.39,2760.91,3.22,65,87,1158.02,2578.64
